x,y,species max
279.0,279.0,0.0020727417
280.0,280.0,8.3632483E-7
281.0,281.0,0.008500244
282.0,282.0,0.018036302
283.0,283.0,0.007003933
284.0,284.0,0.030789688
285.0,285.0,0.5865123
286.0,286.0,0.0055262204
287.0,287.0,4.1807335E-4
288.0,288.0,0.043820847
289.0,289.0,0.34478566
290.0,290.0,0.18041883
291.0,291.0,0.22103626
292.0,292.0,0.12736277
293.0,293.0,0.6842374
294.0,294.0,0.016773796
295.0,295.0,0.061472602
296.0,296.0,0.060150076
297.0,297.0,0.001679546
298.0,298.0,0.42579013
299.0,299.0,0.0018184937
300.0,300.0,0.10783561
301.0,301.0,0.07104309
302.0,302.0,3.8448075E-6
303.0,303.0,0.6639467
304.0,304.0,0.64407873
305.0,305.0,0.122861914
306.0,306.0,0.16181667
307.0,307.0,0.16917337
308.0,308.0,0.017267678
309.0,309.0,0.7136853
310.0,310.0,0.010759919
311.0,311.0,0.6043755
312.0,312.0,7.6777907E-4
313.0,313.0,0.6976511
314.0,314.0,0.6925314
315.0,315.0,0.42187995
316.0,316.0,0.022318538
317.0,317.0,0.23873535
318.0,318.0,0.6621681
319.0,319.0,0.037390344
320.0,320.0,0.0089469105
321.0,321.0,0.58268636
322.0,322.0,0.0014336103
323.0,323.0,5.559937E-4
324.0,324.0,0.63185686
325.0,325.0,0.28662473
326.0,326.0,7.4320155E-7
327.0,327.0,0.62606394
328.0,328.0,0.55229175
329.0,329.0,0.7144109
330.0,330.0,0.4555735
331.0,331.0,0.286355
332.0,332.0,0.45859718
333.0,333.0,0.0041374844
334.0,334.0,0.41421866
335.0,335.0,0.46439078
336.0,336.0,0.0331442
337.0,337.0,0.6779009
338.0,338.0,0.22286204
339.0,339.0,0.0019211812
340.0,340.0,0.1947075
341.0,341.0,1.2989912E-5
342.0,342.0,0.0039293757
343.0,343.0,0.21316169
344.0,344.0,0.39665076
345.0,345.0,0.15646598
346.0,346.0,0.7168095
347.0,347.0,0.5713241
348.0,348.0,0.0033739826
349.0,349.0,0.67580795
350.0,350.0,0.3833019
351.0,351.0,0.33004507
352.0,352.0,0.03099327
353.0,353.0,0.3834165
354.0,354.0,0.36009088
355.0,355.0,0.6329758
356.0,356.0,0.025013499
357.0,357.0,0.073077284
358.0,358.0,0.46170974
359.0,359.0,0.083561234
360.0,360.0,1.5206804E-4
361.0,361.0,0.18118156
362.0,362.0,0.57835853
363.0,363.0,0.70782346
364.0,364.0,0.1731751
365.0,365.0,0.40873596
366.0,366.0,0.0065329685
367.0,367.0,0.07570651
368.0,368.0,0.001312801
369.0,369.0,0.6972896
370.0,370.0,9.659795E-4
371.0,371.0,0.001113505
372.0,372.0,0.66137725
373.0,373.0,0.064191684
374.0,374.0,0.5113999
375.0,375.0,0.7066838
376.0,376.0,0.7562701
377.0,377.0,0.6857923
378.0,378.0,0.3194322
379.0,379.0,0.023519257
380.0,380.0,0.04034616
381.0,381.0,0.6780053
382.0,382.0,0.41798264
383.0,383.0,0.0021944605
384.0,384.0,0.08373491
385.0,385.0,0.08089263
386.0,386.0,0.15900876
387.0,387.0,0.017402284
388.0,388.0,0.11204342
389.0,389.0,0.0123652145
390.0,390.0,0.025982272
391.0,391.0,0.17234544
392.0,392.0,0.0040998263
393.0,393.0,0.037165258
394.0,394.0,0.0012962817
395.0,395.0,0.5338731
396.0,396.0,0.4188327
397.0,397.0,0.0030601437
398.0,398.0,0.007518425
399.0,399.0,0.0035918609
400.0,400.0,5.6219695E-4
401.0,401.0,0.01685484
402.0,402.0,0.09899153
403.0,403.0,0.6301642
404.0,404.0,0.049678534
405.0,405.0,0.022962503
406.0,406.0,0.46803084
407.0,407.0,0.6670858
408.0,408.0,9.887147E-6
409.0,409.0,0.70439196
410.0,410.0,0.010237234
411.0,411.0,0.52683294
412.0,412.0,0.0031671058
413.0,413.0,2.4991432E-6
414.0,414.0,0.078173414
415.0,415.0,0.40938365
416.0,416.0,0.20764796
417.0,417.0,0.29245687
418.0,418.0,0.02648175
419.0,419.0,1.5825466E-7
420.0,420.0,0.15366794
421.0,421.0,0.595808
422.0,422.0,0.21629998
423.0,423.0,4.576287E-4
424.0,424.0,0.2282779
425.0,425.0,0.048155166
426.0,426.0,0.43535024
427.0,427.0,0.14232479
428.0,428.0,0.405923
429.0,429.0,0.51459104
430.0,430.0,0.47216997
431.0,431.0,0.002013921
432.0,432.0,0.15981513
433.0,433.0,0.6229205
434.0,434.0,0.027080752
435.0,435.0,0.017244486
436.0,436.0,0.026894763
437.0,437.0,0.29421934
438.0,438.0,0.09505233
439.0,439.0,0.5803949
440.0,440.0,4.913413E-4
441.0,441.0,0.03771418
442.0,442.0,0.5147379
443.0,443.0,0.43700293
444.0,444.0,0.052237578
445.0,445.0,0.0273418
446.0,446.0,0.14299749
447.0,447.0,0.6618698
448.0,448.0,2.4725412E-4
449.0,449.0,0.348861
450.0,450.0,0.33609357
451.0,451.0,0.19170639
452.0,452.0,0.5486254
453.0,453.0,0.55046004
454.0,454.0,0.57060707
455.0,455.0,8.5282074E-5
456.0,456.0,0.6757256
457.0,457.0,0.33932942
458.0,458.0,0.41500345
459.0,459.0,0.003625288
460.0,460.0,0.002705308
461.0,461.0,0.3071712
462.0,462.0,5.2945587E-5
463.0,463.0,9.451878E-4
464.0,464.0,0.74553293
465.0,465.0,0.7101218
466.0,466.0,0.027836157
467.0,467.0,0.021173282
468.0,468.0,0.6210234
469.0,469.0,0.24118853
470.0,470.0,0.5585488
471.0,471.0,0.0014836288
472.0,472.0,0.016316392
473.0,473.0,0.18334301
474.0,474.0,0.72517985
475.0,475.0,0.55811495
476.0,476.0,0.19939837
477.0,477.0,0.44228727
478.0,478.0,0.017310651
479.0,479.0,0.0018317128
480.0,480.0,0.040508986
481.0,481.0,0.11559327
482.0,482.0,0.028505402
483.0,483.0,0.5023715
484.0,484.0,0.3547586
485.0,485.0,0.0872998
486.0,486.0,0.61006665
487.0,487.0,0.004621278
488.0,488.0,0.6757427
489.0,489.0,0.031470373
490.0,490.0,0.3530315
491.0,491.0,0.5781809
492.0,492.0,0.3264272
493.0,493.0,0.30233908
494.0,494.0,0.40807328
495.0,495.0,0.04486752
496.0,496.0,0.054746002
497.0,497.0,0.25039846
498.0,498.0,9.218104E-4
499.0,499.0,0.06488295
500.0,500.0,0.69382346
501.0,501.0,0.0012570652
502.0,502.0,0.4689401
503.0,503.0,0.0022528556
504.0,504.0,0.06900449
505.0,505.0,0.3873607
506.0,506.0,0.0019487069
507.0,507.0,3.022979E-5
508.0,508.0,0.54190844
509.0,509.0,0.36298823
510.0,510.0,0.52989066
511.0,511.0,0.48263648
512.0,512.0,0.30444795
513.0,513.0,0.035253428
514.0,514.0,0.0022179412
515.0,515.0,0.28949896
516.0,516.0,0.6252985
517.0,517.0,0.10081557
518.0,518.0,0.269677
519.0,519.0,0.11421646
520.0,520.0,0.08869496
521.0,521.0,1.568902E-5
522.0,522.0,0.2470496
523.0,523.0,0.46436504
524.0,524.0,0.66426736
525.0,525.0,0.0011725125
526.0,526.0,0.014854829
527.0,527.0,0.18688071
528.0,528.0,0.017006146
529.0,529.0,0.53118277
530.0,530.0,1.430467E-4
531.0,531.0,0.099464506
532.0,532.0,0.34767565
533.0,533.0,0.23097554
534.0,534.0,0.4551023
535.0,535.0,0.29999217
536.0,536.0,0.012489939
537.0,537.0,2.0578073E-6
538.0,538.0,4.8129904E-4
539.0,539.0,0.008857779
540.0,540.0,0.60603607
541.0,541.0,0.36329988
542.0,542.0,0.6081677
543.0,543.0,0.6986417
544.0,544.0,0.1934212
545.0,545.0,0.016591541
546.0,546.0,0.432482
547.0,547.0,0.0022567566
548.0,548.0,0.7426936
549.0,549.0,0.70819616
550.0,550.0,0.19873707
551.0,551.0,0.23327246
552.0,552.0,0.0076607326
553.0,553.0,0.20736398
554.0,554.0,0.03362507
555.0,555.0,0.015948132
556.0,556.0,0.008037563
557.0,557.0,0.026514528
558.0,558.0,0.5504765
559.0,559.0,0.03638519
560.0,560.0,0.00738348
561.0,561.0,0.19131827
562.0,562.0,0.4744788
563.0,563.0,0.0047716885
564.0,564.0,8.942526E-4
565.0,565.0,0.0018941892
566.0,566.0,0.58795196
567.0,567.0,0.33613077
568.0,568.0,0.0022075754
569.0,569.0,0.1413626
570.0,570.0,0.4324515
571.0,571.0,2.4327612E-4
572.0,572.0,0.11974007
573.0,573.0,0.2458431
574.0,574.0,0.03567969
575.0,575.0,0.02135596
576.0,576.0,0.2036879
577.0,577.0,0.0066018375
578.0,578.0,0.3026863
579.0,579.0,0.032603126
580.0,580.0,9.734965E-12
581.0,581.0,0.7075142
582.0,582.0,0.0032097292
583.0,583.0,0.61871856
584.0,584.0,0.38034353
585.0,585.0,0.027149448
586.0,586.0,0.0040305154
587.0,587.0,0.054293644
588.0,588.0,0.49189773
589.0,589.0,0.10280605
590.0,590.0,0.68387127
591.0,591.0,0.0030532114
592.0,592.0,9.572715E-4
593.0,593.0,0.27060577
594.0,594.0,0.0010162148
595.0,595.0,1.5911593E-7
596.0,596.0,0.3732255
597.0,597.0,0.3191813
598.0,598.0,0.048367314
599.0,599.0,0.49701265
600.0,600.0,0.37619197
601.0,601.0,0.27989054
602.0,602.0,0.21490687
603.0,603.0,0.04207899
604.0,604.0,5.4646464E-4
605.0,605.0,0.1434502
606.0,606.0,0.0013732883
607.0,607.0,0.33366013
608.0,608.0,0.0027500978
609.0,609.0,0.08728963
610.0,610.0,0.06341407
611.0,611.0,0.116631314
612.0,612.0,0.0011820103
613.0,613.0,0.06688074
614.0,614.0,0.0022350315
615.0,615.0,0.0038261816
616.0,616.0,0.005916612
617.0,617.0,4.2181916E-4
618.0,618.0,0.04380823
619.0,619.0,0.07192053
620.0,620.0,1.6814444E-4
621.0,621.0,0.40184087
622.0,622.0,0.7097419
623.0,623.0,0.0034792507
624.0,624.0,0.2536669
625.0,625.0,1.3518582E-4
626.0,626.0,0.22926693
627.0,627.0,0.015439851
628.0,628.0,3.2506586E-4
629.0,629.0,0.35835618
630.0,630.0,3.193715E-4
631.0,631.0,0.57137465
632.0,632.0,0.012984034
633.0,633.0,0.003528203
634.0,634.0,0.046009623
635.0,635.0,0.32025665
636.0,636.0,0.6060137
637.0,637.0,0.0046293433
638.0,638.0,0.2688777
639.0,639.0,0.025536878
640.0,640.0,4.9526565E-4
641.0,641.0,0.00715904
642.0,642.0,0.08547139
643.0,643.0,0.79899526
644.0,644.0,0.29433525
645.0,645.0,0.017640973
646.0,646.0,1.1150045E-4
647.0,647.0,0.6797481
648.0,648.0,0.6219272
649.0,649.0,0.0029510653
650.0,650.0,0.082674354
651.0,651.0,0.21219602
652.0,652.0,0.49032423
653.0,653.0,0.060542114
654.0,654.0,0.0016357522
655.0,655.0,0.40458494
656.0,656.0,0.65437627
657.0,657.0,0.020964019
658.0,658.0,0.25566372
659.0,659.0,0.013676218
660.0,660.0,0.18169135
661.0,661.0,5.2024374E-5
662.0,662.0,0.16792081
663.0,663.0,0.72296536
664.0,664.0,0.44800907
665.0,665.0,0.28332224
666.0,666.0,0.008703213
667.0,667.0,0.0022816062
668.0,668.0,0.65137297
669.0,669.0,0.0026359777
670.0,670.0,0.13114245
671.0,671.0,0.1844158
672.0,672.0,0.15573907
673.0,673.0,4.4038065E-5
674.0,674.0,0.5054792
675.0,675.0,0.011550361
676.0,676.0,0.29513288
677.0,677.0,0.60465056
678.0,678.0,0.02961965
679.0,679.0,0.11756224
680.0,680.0,0.11082752
681.0,681.0,0.61617273
682.0,682.0,0.0818608
683.0,683.0,0.6334338
684.0,684.0,0.68922883
685.0,685.0,0.1241027
686.0,686.0,3.5600772E-6
687.0,687.0,6.606406E-4
688.0,688.0,0.068841994
689.0,689.0,6.9732295E-4
690.0,690.0,0.0026329693
691.0,691.0,0.4995765
692.0,692.0,0.37913352
693.0,693.0,6.3143416E-5
694.0,694.0,0.45587116
695.0,695.0,0.6068307
696.0,696.0,0.64852047
697.0,697.0,0.6563453
698.0,698.0,0.36990055
699.0,699.0,0.21274053
700.0,700.0,0.50680923
701.0,701.0,0.7133341
702.0,702.0,0.6794095
703.0,703.0,0.5869941
704.0,704.0,6.066157E-5
705.0,705.0,0.17385352
706.0,706.0,0.6783399
707.0,707.0,0.64816564
708.0,708.0,0.10009071
709.0,709.0,3.8178773E-6
710.0,710.0,0.24977152
711.0,711.0,0.36238006
712.0,712.0,0.64984256
713.0,713.0,0.38931173
714.0,714.0,0.7777891
715.0,715.0,0.5775111
716.0,716.0,0.008978194
717.0,717.0,0.109296545
718.0,718.0,0.6423433
719.0,719.0,0.13817714
720.0,720.0,0.0036415644
721.0,721.0,0.008879759
722.0,722.0,0.123346634
723.0,723.0,0.3459592
724.0,724.0,0.14772666
725.0,725.0,0.093040176
726.0,726.0,0.6326776
727.0,727.0,0.6846508
728.0,728.0,1.4179989E-4
729.0,729.0,0.43975928
730.0,730.0,0.12292173
731.0,731.0,0.41270632
732.0,732.0,0.6433319
733.0,733.0,0.5694622
734.0,734.0,0.004421287
735.0,735.0,0.3029134
736.0,736.0,0.14461498
737.0,737.0,0.603495
738.0,738.0,0.011873479
739.0,739.0,1.472733E-4
740.0,740.0,0.21249218
741.0,741.0,0.008203027
742.0,742.0,0.0017292337
743.0,743.0,0.15796576
744.0,744.0,0.05349349
745.0,745.0,0.13877672
746.0,746.0,0.6486413
747.0,747.0,0.004051158
748.0,748.0,0.61054003
749.0,749.0,0.43677348
750.0,750.0,0.02213848
751.0,751.0,0.0010165009
752.0,752.0,0.007988731
753.0,753.0,0.74053144
754.0,754.0,0.6600605
755.0,755.0,0.0033777624
756.0,756.0,3.605593E-4
757.0,757.0,0.36465108
758.0,758.0,0.34092894
759.0,759.0,0.61024266
760.0,760.0,0.0064242366
761.0,761.0,0.43272832
762.0,762.0,0.02294684
763.0,763.0,0.24987942
764.0,764.0,0.6095204
765.0,765.0,0.5180187
766.0,766.0,0.0014223164
767.0,767.0,0.22259179
768.0,768.0,0.5519234
769.0,769.0,8.141693E-5
770.0,770.0,0.22536586
771.0,771.0,4.0381303E-9
772.0,772.0,0.6590912
773.0,773.0,0.024855914
774.0,774.0,0.021519683
775.0,775.0,0.024961615
776.0,776.0,0.64838064
777.0,777.0,0.24682681
778.0,778.0,0.49269235
779.0,779.0,0.53667545
780.0,780.0,0.008924447
781.0,781.0,0.681128
782.0,782.0,0.0035169013
783.0,783.0,0.03230936
784.0,784.0,0.31596115
785.0,785.0,0.66135406
786.0,786.0,0.036007874
787.0,787.0,0.0025052463
788.0,788.0,0.6629178
789.0,789.0,0.032757707
790.0,790.0,0.6559609
791.0,791.0,2.096133E-5
792.0,792.0,0.21686731
793.0,793.0,0.70869225
794.0,794.0,0.7109194
795.0,795.0,0.0029284223
796.0,796.0,0.03129444
797.0,797.0,0.13176498
798.0,798.0,0.0074022664
799.0,799.0,0.5795776
800.0,800.0,0.07430155
801.0,801.0,5.3466874E-6
802.0,802.0,0.050715476
803.0,803.0,0.026823083
804.0,804.0,8.449741E-4
805.0,805.0,0.5474125
806.0,806.0,0.012747787
807.0,807.0,0.402843
808.0,808.0,0.62221867
809.0,809.0,0.3645855
810.0,810.0,0.45695436
811.0,811.0,0.5289486
812.0,812.0,0.66139984
813.0,813.0,0.017763706
814.0,814.0,0.008935055
815.0,815.0,9.2831143E-4
816.0,816.0,0.0014675449
817.0,817.0,0.47049415
818.0,818.0,4.583548E-4
819.0,819.0,0.025346156
820.0,820.0,0.015672242
821.0,821.0,0.27243245
822.0,822.0,0.43659267
823.0,823.0,0.0043831267
824.0,824.0,0.063345425
825.0,825.0,0.01620357
826.0,826.0,0.09949927
827.0,827.0,0.34523517
828.0,828.0,0.7244467
829.0,829.0,8.292247E-5
830.0,830.0,0.49076855
831.0,831.0,0.06596823
832.0,832.0,0.025980348
833.0,833.0,0.007564557
834.0,834.0,0.032994926
835.0,835.0,0.005977695
836.0,836.0,0.6916241
837.0,837.0,0.017601937
838.0,838.0,7.905823E-4
839.0,839.0,3.785608E-4
840.0,840.0,0.03349037
841.0,841.0,0.35714656
842.0,842.0,0.09435338
843.0,843.0,0.056127075
844.0,844.0,0.6634726
845.0,845.0,0.15742503
846.0,846.0,0.47221944
847.0,847.0,0.024307543
848.0,848.0,0.25088134
849.0,849.0,0.0014464573
850.0,850.0,0.18141542
851.0,851.0,0.12588741
852.0,852.0,0.0013301609
853.0,853.0,1.834607E-5
854.0,854.0,0.12575376
855.0,855.0,0.18030857
856.0,856.0,4.5773183E-4
857.0,857.0,0.017432218
858.0,858.0,0.6545364
859.0,859.0,0.44331613
860.0,860.0,0.7537544
861.0,861.0,0.36081243
862.0,862.0,5.8537003E-5
863.0,863.0,1.0488819E-5
864.0,864.0,0.06383739
865.0,865.0,7.5770695E-5
866.0,866.0,0.12526233
867.0,867.0,0.37275022
868.0,868.0,3.4853542E-8
869.0,869.0,0.1404762
870.0,870.0,0.1582744
871.0,871.0,0.048776094
872.0,872.0,0.020614622
873.0,873.0,0.0010990291
874.0,874.0,0.2576329
875.0,875.0,0.5698099
876.0,876.0,0.015092264
877.0,877.0,0.03011158
878.0,878.0,0.019216962
879.0,879.0,0.07215397
880.0,880.0,0.2850028
881.0,881.0,0.4485579
882.0,882.0,0.0013047754
883.0,883.0,0.43401724
884.0,884.0,2.6965513E-6
885.0,885.0,0.005195352
886.0,886.0,0.72995996
887.0,887.0,0.47928947
888.0,888.0,0.00394933
889.0,889.0,0.011654269
890.0,890.0,0.3032997
891.0,891.0,0.012835919
892.0,892.0,0.28865266
893.0,893.0,0.22068809
894.0,894.0,6.5320037E-6
895.0,895.0,2.1797654E-4
896.0,896.0,0.10731873
897.0,897.0,2.2026888E-5
898.0,898.0,0.0019500225
899.0,899.0,3.95944E-7
900.0,900.0,0.5868474
901.0,901.0,0.255534
902.0,902.0,0.27352694
903.0,903.0,4.7578888E-7
904.0,904.0,0.5334502
905.0,905.0,0.0010897361
906.0,906.0,0.09254602
907.0,907.0,0.6335706
908.0,908.0,0.6030564
909.0,909.0,0.0033300873
910.0,910.0,0.034245916
911.0,911.0,0.4661496
912.0,912.0,0.7146683
913.0,913.0,0.048134536
914.0,914.0,0.0010061545
915.0,915.0,0.027882565
916.0,916.0,0.6492446
917.0,917.0,0.090877116
918.0,918.0,0.25697783
919.0,919.0,0.0037732115
920.0,920.0,0.021900859
921.0,921.0,0.068057984
922.0,922.0,0.0015468394
923.0,923.0,0.6545012
924.0,924.0,1.1444318E-4
925.0,925.0,0.37200165
926.0,926.0,0.014631685
927.0,927.0,0.043553416
928.0,928.0,0.0038577046
929.0,929.0,0.11385125
930.0,930.0,0.0024181504
931.0,931.0,0.33247566
932.0,932.0,0.063647434
933.0,933.0,0.042471472
934.0,934.0,0.42678443
935.0,935.0,3.4178058E-5
936.0,936.0,0.27191013
937.0,937.0,0.0038665945
938.0,938.0,8.6676766E-4
939.0,939.0,0.021414382
940.0,940.0,4.0462004E-5
941.0,941.0,0.033075146
942.0,942.0,0.6853561
943.0,943.0,0.031754404
944.0,944.0,1.0871108E-7
945.0,945.0,0.001678912
946.0,946.0,9.361805E-4
947.0,947.0,0.18973228
948.0,948.0,5.587882E-4
949.0,949.0,0.0016192787
950.0,950.0,0.09187508
951.0,951.0,0.013881668
952.0,952.0,0.19650733
953.0,953.0,3.7180807E-6
954.0,954.0,0.5111665
955.0,955.0,0.5679711
956.0,956.0,4.208557E-5
957.0,957.0,0.43813682
958.0,958.0,0.0051221256
959.0,959.0,0.51550126
960.0,960.0,0.47609746
961.0,961.0,0.3100978
962.0,962.0,0.2113935
963.0,963.0,0.16437347
964.0,964.0,1.5821662E-6
965.0,965.0,0.29446778
966.0,966.0,0.49844196
967.0,967.0,0.025386343
968.0,968.0,0.41112307
969.0,969.0,0.004209498
970.0,970.0,0.6585403
971.0,971.0,0.6324676
