x,y,species_2 logistic values
1.0,1.0,0.030129608
2.0,2.0,0.4725838
3.0,3.0,0.122948706
4.0,4.0,0.0038933824
5.0,5.0,0.55478764
6.0,6.0,5.7979963E-5
7.0,7.0,0.0013310593
8.0,8.0,0.4217175
9.0,9.0,0.02293162
10.0,10.0,0.074086376
11.0,11.0,0.24113123
12.0,12.0,0.37983936
13.0,13.0,0.4465967
14.0,14.0,0.5406294
15.0,15.0,0.026899131
16.0,16.0,0.01207232
17.0,17.0,0.015016599
18.0,18.0,0.0012913013
19.0,19.0,0.30957428
20.0,20.0,1.4074305E-4
21.0,21.0,0.0651284
22.0,22.0,0.0016821657
23.0,23.0,6.291787E-4
24.0,24.0,0.5675249
25.0,25.0,0.0070901867
26.0,26.0,0.36039913
27.0,27.0,0.016466623
28.0,28.0,0.0013947587
29.0,29.0,5.410056E-4
30.0,30.0,3.3195998E-4
31.0,31.0,0.016608668
32.0,32.0,0.038082737
33.0,33.0,8.033797E-9
34.0,34.0,0.6681112
35.0,35.0,0.16407718
36.0,36.0,5.233312E-4
37.0,37.0,0.56538576
38.0,38.0,0.1929267
39.0,39.0,0.36567092
40.0,40.0,0.07536803
41.0,41.0,0.05137479
42.0,42.0,0.042076766
43.0,43.0,0.06944754
44.0,44.0,4.0173868E-4
45.0,45.0,0.15493217
46.0,46.0,0.42601195
47.0,47.0,0.07584593
48.0,48.0,0.5572981
49.0,49.0,0.048879318
50.0,50.0,8.2306884E-4
51.0,51.0,0.0015210187
52.0,52.0,5.8413326E-4
53.0,53.0,0.0725781
54.0,54.0,0.6141573
55.0,55.0,0.43752456
56.0,56.0,0.5306789
57.0,57.0,0.542918
58.0,58.0,0.027911631
59.0,59.0,0.013896683
60.0,60.0,0.39229694
61.0,61.0,0.5850907
62.0,62.0,0.56329584
63.0,63.0,0.1304789
64.0,64.0,0.07772459
65.0,65.0,0.024230728
66.0,66.0,0.0010137729
67.0,67.0,0.11852515
68.0,68.0,6.718677E-5
69.0,69.0,0.037895005
70.0,70.0,0.5619174
71.0,71.0,0.037750036
72.0,72.0,0.6058099
73.0,73.0,0.040874235
74.0,74.0,8.966793E-7
75.0,75.0,7.8823075E-5
76.0,76.0,0.3793475
77.0,77.0,0.5080186
78.0,78.0,0.28722903
79.0,79.0,0.0013972123
80.0,80.0,0.19840494
81.0,81.0,0.080183655
82.0,82.0,0.009223528
83.0,83.0,0.23701541
84.0,84.0,0.41486362
85.0,85.0,0.5808843
86.0,86.0,2.8907793E-6
87.0,87.0,0.62308013
88.0,88.0,0.6812048
89.0,89.0,0.6057735
90.0,90.0,0.212432
91.0,91.0,0.61407644
92.0,92.0,0.009094615
93.0,93.0,1.2262791E-4
94.0,94.0,0.010323987
95.0,95.0,0.47002816
96.0,96.0,0.6304392
97.0,97.0,9.09089E-4
98.0,98.0,0.4707475
99.0,99.0,2.939084E-4
100.0,100.0,2.8035793E-4
101.0,101.0,1.9704548E-4
102.0,102.0,8.9304737E-4
103.0,103.0,0.65917236
104.0,104.0,0.009174469
105.0,105.0,2.8940306E-7
106.0,106.0,0.43888515
107.0,107.0,0.51940906
108.0,108.0,0.02334315
109.0,109.0,0.5699999
110.0,110.0,0.018559994
111.0,111.0,0.37697217
112.0,112.0,0.0033541343
113.0,113.0,0.0015175341
114.0,114.0,0.3587289
115.0,115.0,2.0326015E-4
116.0,116.0,0.17866786
117.0,117.0,0.0100614
118.0,118.0,0.21416458
119.0,119.0,0.35780507
120.0,120.0,2.5645033E-5
121.0,121.0,0.5368231
122.0,122.0,3.072278E-6
123.0,123.0,0.16691734
124.0,124.0,0.11122723
125.0,125.0,0.08277284
126.0,126.0,7.459927E-5
127.0,127.0,0.31754395
128.0,128.0,0.3786283
129.0,129.0,0.022978049
130.0,130.0,0.092818126
131.0,131.0,0.3054823
132.0,132.0,0.5914675
133.0,133.0,0.06785539
134.0,134.0,0.1631339
135.0,135.0,0.02806878
136.0,136.0,0.021952402
137.0,137.0,0.0031099669
138.0,138.0,3.4509745E-4
139.0,139.0,0.0027430435
140.0,140.0,0.018690193
141.0,141.0,0.457982
142.0,142.0,0.0785367
143.0,143.0,0.032356404
144.0,144.0,0.10516062
145.0,145.0,7.525245E-4
146.0,146.0,0.029237878
147.0,147.0,0.152525
148.0,148.0,0.005977145
149.0,149.0,0.029620286
150.0,150.0,0.0148646245
151.0,151.0,9.057983E-4
152.0,152.0,0.3296187
153.0,153.0,0.008108691
154.0,154.0,0.003025943
155.0,155.0,0.017039586
156.0,156.0,0.13300014
157.0,157.0,1.4118693E-5
158.0,158.0,0.26285452
159.0,159.0,0.181194
160.0,160.0,0.30449933
161.0,161.0,1.4307737E-11
162.0,162.0,0.6573643
163.0,163.0,0.0052944333
164.0,164.0,0.0021876
165.0,165.0,0.006150486
166.0,166.0,2.7274096E-4
167.0,167.0,0.008635952
168.0,168.0,0.055902902
169.0,169.0,0.024445856
170.0,170.0,0.008537962
171.0,171.0,0.08316534
172.0,172.0,0.20783478
173.0,173.0,0.3635359
174.0,174.0,0.6195177
175.0,175.0,0.101202235
176.0,176.0,0.15913731
177.0,177.0,0.2133462
178.0,178.0,0.5235705
179.0,179.0,0.034143317
180.0,180.0,0.57751775
181.0,181.0,0.050314464
182.0,182.0,8.929277E-10
183.0,183.0,0.6300649
184.0,184.0,0.0012951579
185.0,185.0,0.2926058
186.0,186.0,0.053602617
187.0,187.0,0.008793766
188.0,188.0,0.63825
189.0,189.0,0.3552733
190.0,190.0,0.10783498
191.0,191.0,0.012996126
192.0,192.0,0.13987829
193.0,193.0,0.10223922
194.0,194.0,7.1198406E-4
195.0,195.0,0.25420704
196.0,196.0,0.10902227
197.0,197.0,0.46673426
198.0,198.0,0.0028208627
199.0,199.0,6.240367E-4
200.0,200.0,0.33897465
201.0,201.0,0.026902732
202.0,202.0,0.03623618
203.0,203.0,5.4207345E-4
204.0,204.0,0.20136854
205.0,205.0,4.9449227E-6
206.0,206.0,7.308943E-10
207.0,207.0,0.66859686
208.0,208.0,0.0053093326
209.0,209.0,0.036839597
210.0,210.0,0.035375785
211.0,211.0,5.909535E-4
212.0,212.0,0.06645454
213.0,213.0,0.020889057
214.0,214.0,0.38997185
215.0,215.0,0.068693794
216.0,216.0,0.004763978
217.0,217.0,0.01612746
218.0,218.0,0.061443143
219.0,219.0,0.31622213
220.0,220.0,0.36329016
221.0,221.0,0.027312176
222.0,222.0,0.43298188
223.0,223.0,1.8444056E-4
224.0,224.0,0.19835703
225.0,225.0,0.005971591
226.0,226.0,0.0010772302
227.0,227.0,0.36180502
228.0,228.0,0.02154185
229.0,229.0,0.62635666
230.0,230.0,0.0028512946
231.0,231.0,0.0353444
232.0,232.0,0.023295755
233.0,233.0,0.0040609897
234.0,234.0,0.11099506
235.0,235.0,1.2199342E-4
236.0,236.0,0.0028437558
237.0,237.0,0.61910135
238.0,238.0,7.472862E-7
239.0,239.0,0.27382714
240.0,240.0,0.0015641944
241.0,241.0,0.0034052788
242.0,242.0,0.69907314
243.0,243.0,0.0044418364
244.0,244.0,0.4796103
245.0,245.0,0.45166066
246.0,246.0,0.6582731
247.0,247.0,0.04040775
248.0,248.0,0.0038722192
249.0,249.0,0.0012022099
250.0,250.0,0.091367945
251.0,251.0,4.5770637E-4
252.0,252.0,0.16146812
253.0,253.0,1.3701609E-6
254.0,254.0,5.3267414E-4
255.0,255.0,5.9536545E-5
256.0,256.0,0.71531564
257.0,257.0,2.636975E-5
258.0,258.0,0.013333651
259.0,259.0,6.2105764E-4
260.0,260.0,0.5386702
261.0,261.0,2.3252915E-9
262.0,262.0,0.64540976
263.0,263.0,0.44916084
264.0,264.0,0.049979202
265.0,265.0,0.07418986
266.0,266.0,0.4642514
267.0,267.0,1.6821937E-4
268.0,268.0,0.0041415617
269.0,269.0,0.24138035
270.0,270.0,0.02774217
271.0,271.0,0.017312858
272.0,272.0,3.3313E-4
273.0,273.0,0.041446786
274.0,274.0,0.016905386
275.0,275.0,0.54086554
276.0,276.0,0.0822226
277.0,277.0,0.009660979
278.0,278.0,0.064984016
279.0,279.0,5.430911E-4
280.0,280.0,1.173578E-7
281.0,281.0,0.0064145345
282.0,282.0,0.018036302
283.0,283.0,0.0030359826
284.0,284.0,0.02252851
285.0,285.0,0.55208385
286.0,286.0,0.0020709354
287.0,287.0,7.912747E-5
288.0,288.0,0.017903851
289.0,289.0,0.296967
290.0,290.0,0.11181381
291.0,291.0,0.13870645
292.0,292.0,0.103759564
293.0,293.0,0.67280257
294.0,294.0,0.005923441
295.0,295.0,0.04731183
296.0,296.0,0.058386132
297.0,297.0,5.0423294E-4
298.0,298.0,0.40322736
299.0,299.0,6.7978963E-4
300.0,300.0,0.07095817
301.0,301.0,0.021902887
302.0,302.0,5.139885E-7
303.0,303.0,0.6329053
304.0,304.0,0.6215163
305.0,305.0,0.09036725
306.0,306.0,0.119335875
307.0,307.0,0.07915162
308.0,308.0,0.0073353066
309.0,309.0,0.65519303
310.0,310.0,0.005639738
311.0,311.0,0.58518755
312.0,312.0,7.0424617E-4
313.0,313.0,0.61027884
314.0,314.0,0.6494709
315.0,315.0,0.3527101
316.0,316.0,0.011284675
317.0,317.0,0.14898384
318.0,318.0,0.6258157
319.0,319.0,0.024820566
320.0,320.0,0.0031580478
321.0,321.0,0.48371544
322.0,322.0,5.221825E-4
323.0,323.0,2.2178548E-4
324.0,324.0,0.63185686
325.0,325.0,0.21122935
326.0,326.0,8.399583E-8
327.0,327.0,0.61471653
328.0,328.0,0.44949263
329.0,329.0,0.6753215
330.0,330.0,0.4304661
331.0,331.0,0.24830301
332.0,332.0,0.3429832
333.0,333.0,0.0025437956
334.0,334.0,0.36148345
335.0,335.0,0.46439078
336.0,336.0,0.026442915
337.0,337.0,0.6222403
338.0,338.0,0.16513073
339.0,339.0,0.0010743696
340.0,340.0,0.1947075
341.0,341.0,1.9036428E-6
342.0,342.0,0.0015646201
343.0,343.0,0.1527123
344.0,344.0,0.34777674
345.0,345.0,0.10269174
346.0,346.0,0.6777428
347.0,347.0,0.5022842
348.0,348.0,0.0011579861
349.0,349.0,0.62624747
350.0,350.0,0.3493358
351.0,351.0,0.27364904
352.0,352.0,0.021177676
353.0,353.0,0.27245247
354.0,354.0,0.35431617
355.0,355.0,0.571176
356.0,356.0,0.014929651
357.0,357.0,0.03671443
358.0,358.0,0.37624246
359.0,359.0,0.051869076
360.0,360.0,4.6270692E-5
361.0,361.0,0.11239374
362.0,362.0,0.5546163
363.0,363.0,0.6873579
364.0,364.0,0.13007507
365.0,365.0,0.4061915
366.0,366.0,0.0028924944
367.0,367.0,0.04922354
368.0,368.0,4.5422828E-4
369.0,369.0,0.64369136
370.0,370.0,4.7295884E-4
371.0,371.0,3.963812E-4
372.0,372.0,0.58579165
373.0,373.0,0.030945122
374.0,374.0,0.45481706
375.0,375.0,0.6899184
376.0,376.0,0.7073022
377.0,377.0,0.6368486
378.0,378.0,0.26503956
379.0,379.0,0.015445674
380.0,380.0,0.03319463
381.0,381.0,0.62518764
382.0,382.0,0.3596553
383.0,383.0,6.182063E-4
384.0,384.0,0.059821934
385.0,385.0,0.038378567
386.0,386.0,0.12995316
387.0,387.0,0.0085469475
388.0,388.0,0.102210775
389.0,389.0,0.00915527
390.0,390.0,0.011129214
391.0,391.0,0.1636671
392.0,392.0,0.00204007
393.0,393.0,0.033178188
394.0,394.0,2.7068204E-4
395.0,395.0,0.44747573
396.0,396.0,0.32652622
397.0,397.0,0.0021823053
398.0,398.0,0.0031348278
399.0,399.0,0.0011357835
400.0,400.0,1.3929683E-4
401.0,401.0,0.0073886393
402.0,402.0,0.05756348
403.0,403.0,0.5880401
404.0,404.0,0.029689325
405.0,405.0,0.009142338
406.0,406.0,0.36167946
407.0,407.0,0.6255195
408.0,408.0,2.1579554E-6
409.0,409.0,0.66535544
410.0,410.0,0.0052342694
411.0,411.0,0.44396022
412.0,412.0,7.823448E-4
413.0,413.0,3.3738405E-7
414.0,414.0,0.045578793
415.0,415.0,0.3820668
416.0,416.0,0.18408185
417.0,417.0,0.21917178
418.0,418.0,0.02648175
419.0,419.0,2.0333571E-8
420.0,420.0,0.11128542
421.0,421.0,0.49854654
422.0,422.0,0.18520151
423.0,423.0,1.08630746E-4
424.0,424.0,0.21375649
425.0,425.0,0.040661957
426.0,426.0,0.3007314
427.0,427.0,0.102591276
428.0,428.0,0.37397206
429.0,429.0,0.43505177
430.0,430.0,0.37344202
431.0,431.0,6.461165E-4
432.0,432.0,0.1263185
433.0,433.0,0.6229205
434.0,434.0,0.019600816
435.0,435.0,0.015176359
436.0,436.0,0.024528572
437.0,437.0,0.20896384
438.0,438.0,0.04746475
439.0,439.0,0.52127856
440.0,440.0,1.09729815E-4
441.0,441.0,0.03107115
442.0,442.0,0.4286938
443.0,443.0,0.4344621
444.0,444.0,0.025745235
445.0,445.0,0.022951815
446.0,446.0,0.14299749
447.0,447.0,0.6163475
448.0,448.0,6.9485715E-5
449.0,449.0,0.32264072
450.0,450.0,0.25804868
451.0,451.0,0.1244092
452.0,452.0,0.4797977
453.0,453.0,0.45076135
454.0,454.0,0.49355018
455.0,455.0,1.9757392E-5
456.0,456.0,0.5793749
457.0,457.0,0.24911715
458.0,458.0,0.32960486
459.0,459.0,0.001060016
460.0,460.0,0.0011129718
461.0,461.0,0.29262802
462.0,462.0,1.1242465E-5
463.0,463.0,2.177247E-4
464.0,464.0,0.6999654
465.0,465.0,0.61941767
466.0,466.0,0.027836157
467.0,467.0,0.009530249
468.0,468.0,0.5734003
469.0,469.0,0.16215445
470.0,470.0,0.5585488
471.0,471.0,3.5121205E-4
472.0,472.0,0.010340867
473.0,473.0,0.15578456
474.0,474.0,0.6641416
475.0,475.0,0.4635968
476.0,476.0,0.1552332
477.0,477.0,0.37959388
478.0,478.0,0.017310651
479.0,479.0,5.098366E-4
480.0,480.0,0.028245151
481.0,481.0,0.0921951
482.0,482.0,0.01599297
483.0,483.0,0.38895077
484.0,484.0,0.31859034
485.0,485.0,0.0763176
486.0,486.0,0.55745095
487.0,487.0,0.0036457262
488.0,488.0,0.5940811
489.0,489.0,0.013869715
490.0,490.0,0.2959333
491.0,491.0,0.49286023
492.0,492.0,0.3264272
493.0,493.0,0.24778865
494.0,494.0,0.33532557
495.0,495.0,0.029466342
496.0,496.0,0.026630593
497.0,497.0,0.2056162
498.0,498.0,2.4669254E-4
499.0,499.0,0.057134733
500.0,500.0,0.63263226
501.0,501.0,2.4694848E-4
502.0,502.0,0.37646273
503.0,503.0,6.2190974E-4
504.0,504.0,0.03587939
505.0,505.0,0.37618265
506.0,506.0,0.0010358843
507.0,507.0,1.0464728E-5
508.0,508.0,0.53405595
509.0,509.0,0.36236727
510.0,510.0,0.42161956
511.0,511.0,0.44226086
512.0,512.0,0.17542489
513.0,513.0,0.035253428
514.0,514.0,0.0011361332
515.0,515.0,0.22284603
516.0,516.0,0.5130556
517.0,517.0,0.07413568
518.0,518.0,0.2033347
519.0,519.0,0.07465976
520.0,520.0,0.058496132
521.0,521.0,2.5497623E-6
522.0,522.0,0.16655682
523.0,523.0,0.4018044
524.0,524.0,0.6075811
525.0,525.0,3.1053077E-4
526.0,526.0,0.004277084
527.0,527.0,0.13614327
528.0,528.0,0.017006146
529.0,529.0,0.43525234
530.0,530.0,3.7748243E-5
531.0,531.0,0.0747595
532.0,532.0,0.33465824
533.0,533.0,0.23097554
534.0,534.0,0.3973217
535.0,535.0,0.22757041
536.0,536.0,0.009112984
537.0,537.0,2.9912877E-7
538.0,538.0,1.7337613E-4
539.0,539.0,0.0040196953
540.0,540.0,0.59403694
541.0,541.0,0.3237642
542.0,542.0,0.5232946
543.0,543.0,0.666875
544.0,544.0,0.11630644
545.0,545.0,0.011650575
546.0,546.0,0.3757288
547.0,547.0,5.3231744E-4
548.0,548.0,0.7129953
549.0,549.0,0.686536
550.0,550.0,0.14883682
551.0,551.0,0.21097589
552.0,552.0,0.0033457319
553.0,553.0,0.17306897
554.0,554.0,0.018040359
555.0,555.0,0.0113616735
556.0,556.0,0.0056919474
