x,y,raw,cumulative,logistic
1.0,1.0,9.92472E-6,0.871362284,0.038194425
2.0,2.0,2.49303E-4,35.119382367,0.499379555
3.0,3.0,4.10896E-5,4.276690794,0.141195486
4.0,4.0,5.58637E-7,0.028112762,0.002230254
5.0,5.0,3.19051E-4,49.967102815,0.560748419
6.0,6.0,2.09884E-8,0.000292944,0.000083972
7.0,7.0,6.30642E-7,0.03261434,0.002516998
8.0,8.0,2.00446E-4,26.690665716,0.445070773
9.0,9.0,7.45065E-6,0.626107829,0.028948815
10.0,10.0,2.22626E-5,2.148936283,0.081792111
11.0,11.0,1.28578E-4,15.627368628,0.339703647
12.0,12.0,1.9518E-4,25.778471097,0.438506151
13.0,13.0,2.42667E-4,34.109749695,0.492635472
14.0,14.0,2.08926E-4,28.000138129,0.455326278
15.0,15.0,3.63414E-6,0.252552639,0.014332631
16.0,16.0,2.37283E-6,0.150363888,0.009404976
17.0,17.0,3.23745E-6,0.219672985,0.012788141
18.0,18.0,2.55305E-7,0.00944464,0.001020495
19.0,19.0,1.14434E-4,13.655610563,0.314071985
20.0,20.0,3.30333E-8,0.00057912,0.000132157
21.0,21.0,2.6016E-5,2.54239123,0.094281802
22.0,22.0,8.92842E-7,0.050628553,0.003559758
23.0,23.0,2.80976E-7,0.010883589,0.001122989
24.0,24.0,3.31646E-4,52.83485201,0.570261421
25.0,25.0,6.5457E-7,0.034279226,0.00261225
26.0,26.0,1.77505E-4,23.201465895,0.415286562
27.0,27.0,5.49889E-6,0.428332537,0.021528685
28.0,28.0,2.78015E-7,0.01077164,0.00111117
29.0,29.0,8.59719E-8,0.002045976,0.000343876
30.0,30.0,1.09183E-7,0.00307482,0.000436677
31.0,31.0,5.01498E-6,0.381595788,0.01967142
32.0,32.0,1.09735E-5,0.971872117,0.042060731
33.0,33.0,4.70467E-12,0.00000001,0.000000019
34.0,34.0,4.42663E-4,79.269680897,0.639145254
35.0,35.0,6.26744E-5,6.958963793,0.20049586
36.0,36.0,3.53349E-8,0.000640604,0.000141363
37.0,37.0,3.16779E-4,49.585679316,0.558987643
38.0,38.0,4.92083E-5,5.269899388,0.1645042
39.0,39.0,1.37873E-4,16.917507952,0.355530667
40.0,40.0,1.69256E-5,1.587045843,0.063427761
41.0,41.0,1.76151E-5,1.66469537,0.065841504
42.0,42.0,6.39833E-6,0.518077624,0.024962179
43.0,43.0,2.68988E-5,2.637918119,0.097170202
44.0,44.0,3.66987E-7,0.015953988,0.001466248
45.0,45.0,5.6822E-5,6.191427719,0.18524197
46.0,46.0,1.74751E-4,22.637798359,0.41149425
47.0,47.0,2.27058E-5,2.193922291,0.083284861
48.0,48.0,3.07023E-4,47.242173587,0.551261904
49.0,49.0,1.16638E-5,1.036490629,0.044588761
50.0,50.0,1.32896E-7,0.004107904,0.000531464
51.0,51.0,7.53833E-8,0.001772652,0.000301536
52.0,52.0,1.58038E-7,0.005054065,0.000631949
53.0,53.0,2.77504E-5,2.755566969,0.099939127
54.0,54.0,4.01492E-4,68.980311809,0.616338359
55.0,55.0,1.81934E-4,23.758659566,0.421282755
56.0,56.0,2.49485E-4,35.194201639,0.499561517
57.0,57.0,3.10391E-4,47.829516597,0.553959385
58.0,58.0,5.92004E-6,0.467670741,0.023139364
59.0,59.0,4.1715E-6,0.306356559,0.016417156
60.0,60.0,1.96653E-4,25.896116141,0.44035733
61.0,61.0,4.29099E-4,76.305685244,0.63193691
62.0,62.0,4.35586E-4,77.687625134,0.635420013
63.0,63.0,5.04184E-5,5.389223085,0.167870606
64.0,64.0,2.29308E-5,2.23500536,0.084040716
65.0,65.0,3.68171E-6,0.255482295,0.014517547
66.0,66.0,2.33177E-7,0.008462258,0.000932126
67.0,67.0,5.20311E-5,5.558197478,0.172314793
68.0,68.0,1.92195E-8,0.000276741,0.000076896
69.0,69.0,1.27573E-5,1.162389037,0.048565828
70.0,70.0,2.96648E-4,45.133788086,0.542744193
71.0,71.0,2.32322E-6,0.145891178,0.009210153
72.0,72.0,3.85144E-4,64.926140071,0.606462107
73.0,73.0,1.57381E-5,1.461180067,0.05924132
74.0,74.0,4.3414E-10,0.000002478,0.000001737
75.0,75.0,2.17582E-8,0.000307923,0.000087052
76.0,76.0,2.22933E-4,30.569385066,0.471461103
77.0,77.0,2.67047E-4,38.835486331,0.516562112
78.0,78.0,1.0568E-4,12.467226019,0.297184828
79.0,79.0,2.70016E-7,0.010389671,0.001079232
80.0,80.0,5.32797E-5,5.684845496,0.175723168
81.0,81.0,3.01561E-5,3.040141897,0.107670097
82.0,82.0,2.0518E-6,0.125123802,0.008142873
83.0,83.0,2.77877E-5,2.761121837,0.10005989
84.0,84.0,2.50089E-4,35.394082153,0.500166154
85.0,85.0,3.86082E-4,65.273396456,0.607042775
86.0,86.0,1.97995E-10,0.000001067,0.000000792
87.0,87.0,4.98478E-4,87.390139795,0.666057886
88.0,88.0,6.20226E-4,97.466329399,0.712781818
89.0,89.0,4.43657E-4,79.402732306,0.639662713
90.0,90.0,6.48327E-5,7.31555587,0.205977997
91.0,91.0,4.67631E-4,83.004424338,0.651702023
92.0,92.0,1.54039E-6,0.08825568,0.006125694
93.0,93.0,2.35063E-8,0.000346475,0.000094046
94.0,94.0,1.60871E-6,0.093464589,0.006395645
95.0,95.0,2.26148E-4,31.153359979,0.475030531
96.0,96.0,4.12467E-4,71.712302591,0.622695192
97.0,97.0,1.76387E-7,0.005901021,0.00070527
98.0,98.0,1.9026E-4,24.969562981,0.432229085
99.0,99.0,9.49339E-8,0.0023525,0.000379709
100.0,100.0,6.25749E-8,0.001295282,0.000250314
101.0,101.0,5.97103E-8,0.001221538,0.000238858
102.0,102.0,1.71076E-7,0.005692433,0.000684048
103.0,103.0,4.41478E-4,78.783282092,0.638527227
104.0,104.0,4.0618E-6,0.29645033,0.015992336
105.0,105.0,9.71414E-11,0.000000398,0.000000389
106.0,106.0,1.64835E-4,21.34858642,0.397424579
107.0,107.0,2.64892E-4,38.276589408,0.514538565
108.0,108.0,3.39532E-6,0.233270946,0.013403385
109.0,109.0,2.91421E-4,44.014889458,0.538328974
110.0,110.0,8.24334E-6,0.706920859,0.031930394
111.0,111.0,1.42284E-4,17.533256751,0.362778065
