x,y,species_5 logistic values
1.0,1.0,0.038194425
2.0,2.0,0.49937955
3.0,3.0,0.14119548
4.0,4.0,0.0022302542
5.0,5.0,0.5607484
6.0,6.0,8.3972365E-5
7.0,7.0,0.0025169984
8.0,8.0,0.44507077
9.0,9.0,0.028948816
10.0,10.0,0.08179211
11.0,11.0,0.33970365
12.0,12.0,0.43850616
13.0,13.0,0.4926355
14.0,14.0,0.4553263
15.0,15.0,0.01433263
16.0,16.0,0.009404977
17.0,17.0,0.01278814
18.0,18.0,0.0010204951
19.0,19.0,0.31407198
20.0,20.0,1.321567E-4
21.0,21.0,0.0942818
22.0,22.0,0.0035597577
23.0,23.0,0.0011229886
24.0,24.0,0.5702614
25.0,25.0,0.0026122504
26.0,26.0,0.41528654
27.0,27.0,0.021528685
28.0,28.0,0.0011111698
29.0,29.0,3.438757E-4
30.0,30.0,4.3667678E-4
31.0,31.0,0.01967142
32.0,32.0,0.04206073
33.0,33.0,1.8824524E-8
34.0,34.0,0.63914526
35.0,35.0,0.20049585
36.0,36.0,1.4136347E-4
37.0,37.0,0.5589876
38.0,38.0,0.1645042
39.0,39.0,0.35553065
40.0,40.0,0.063427754
41.0,41.0,0.0658415
42.0,42.0,0.024962178
43.0,43.0,0.097170204
44.0,44.0,0.001466248
45.0,45.0,0.18524197
46.0,46.0,0.41149423
47.0,47.0,0.08328486
48.0,48.0,0.5512619
49.0,49.0,0.04458876
50.0,50.0,5.3146394E-4
51.0,51.0,3.015357E-4
52.0,52.0,6.31949E-4
53.0,53.0,0.099939115
54.0,54.0,0.6163384
55.0,55.0,0.42128277
56.0,56.0,0.49956155
57.0,57.0,0.55395937
58.0,58.0,0.023139361
59.0,59.0,0.016417157
60.0,60.0,0.44035733
61.0,61.0,0.6319369
62.0,62.0,0.63542
63.0,63.0,0.16787061
64.0,64.0,0.08404072
65.0,65.0,0.014517547
66.0,66.0,9.3212567E-4
67.0,67.0,0.17231482
68.0,68.0,7.6895754E-5
69.0,69.0,0.048565827
70.0,70.0,0.5427442
71.0,71.0,0.0092101535
72.0,72.0,0.6064621
73.0,73.0,0.059241325
74.0,74.0,1.7370938E-6
75.0,75.0,8.7052234E-5
76.0,76.0,0.4714611
77.0,77.0,0.5165621
78.0,78.0,0.29718482
79.0,79.0,0.0010792317
80.0,80.0,0.17572318
81.0,81.0,0.10767011
82.0,82.0,0.008142873
83.0,83.0,0.10005989
84.0,84.0,0.5001662
85.0,85.0,0.6070428
86.0,86.0,7.9222553E-7
87.0,87.0,0.6660579
88.0,88.0,0.71278185
89.0,89.0,0.6396627
90.0,90.0,0.20597799
91.0,91.0,0.65170205
92.0,92.0,0.0061256937
93.0,93.0,9.404556E-5
94.0,94.0,0.0063956464
95.0,95.0,0.47503054
96.0,96.0,0.6226952
97.0,97.0,7.052705E-4
98.0,98.0,0.43222907
99.0,99.0,3.797089E-4
100.0,100.0,2.5031454E-4
101.0,101.0,2.388582E-4
102.0,102.0,6.840476E-4
103.0,103.0,0.6385272
104.0,104.0,0.015992336
105.0,105.0,3.8868583E-7
106.0,106.0,0.39742455
107.0,107.0,0.5145386
108.0,108.0,0.013403386
109.0,109.0,0.53832895
110.0,110.0,0.0319304
111.0,111.0,0.36277807
112.0,112.0,0.0061294762
113.0,113.0,0.0026370606
114.0,114.0,0.42372835
115.0,115.0,4.1234726E-4
116.0,116.0,0.17619939
117.0,117.0,0.00774391
118.0,118.0,0.25174177
119.0,119.0,0.34146202
120.0,120.0,4.183024E-5
121.0,121.0,0.61313087
122.0,122.0,5.225082E-6
123.0,123.0,0.21719454
124.0,124.0,0.063509986
125.0,125.0,0.09997355
126.0,126.0,7.172863E-5
127.0,127.0,0.4188429
128.0,128.0,0.43568352
129.0,129.0,0.017969675
130.0,130.0,0.09812736
131.0,131.0,0.16675143
132.0,132.0,0.5635914
133.0,133.0,0.034272313
134.0,134.0,0.2068918
135.0,135.0,0.011473795
136.0,136.0,0.016406316
137.0,137.0,0.0010463712
138.0,138.0,4.7926448E-4
139.0,139.0,0.0018456554
140.0,140.0,0.025137508
141.0,141.0,0.43525752
142.0,142.0,0.114675924
143.0,143.0,0.063067794
144.0,144.0,0.0986594
145.0,145.0,5.632724E-4
146.0,146.0,0.01968575
147.0,147.0,0.1597415
148.0,148.0,0.005215311
149.0,149.0,0.025593529
150.0,150.0,0.030973326
151.0,151.0,0.0019300615
152.0,152.0,0.3715506
153.0,153.0,0.0035981608
154.0,154.0,0.0028886942
155.0,155.0,0.011887583
156.0,156.0,0.13168465
157.0,157.0,4.188039E-5
158.0,158.0,0.23947203
159.0,159.0,0.15009262
160.0,160.0,0.34176403
161.0,161.0,9.381335E-11
162.0,162.0,0.6306553
163.0,163.0,0.003453024
164.0,164.0,0.0034251127
165.0,165.0,0.007890937
166.0,166.0,4.0208478E-4
167.0,167.0,0.012600729
168.0,168.0,0.08592079
169.0,169.0,0.020070486
170.0,170.0,0.012961306
171.0,171.0,0.085865796
172.0,172.0,0.20338304
173.0,173.0,0.3038706
174.0,174.0,0.65033686
175.0,175.0,0.14492571
176.0,176.0,0.20935893
177.0,177.0,0.21390219
178.0,178.0,0.4561151
179.0,179.0,0.04666175
180.0,180.0,0.55175894
181.0,181.0,0.0677029
182.0,182.0,3.5011538E-9
183.0,183.0,0.62577397
184.0,184.0,0.0016606456
185.0,185.0,0.35341984
186.0,186.0,0.05419478
187.0,187.0,0.0049875816
188.0,188.0,0.6966072
189.0,189.0,0.3745593
190.0,190.0,0.15925711
191.0,191.0,0.017196724
192.0,192.0,0.10997069
193.0,193.0,0.13540265
194.0,194.0,4.8797613E-4
195.0,195.0,0.24608622
196.0,196.0,0.09922097
197.0,197.0,0.53102297
198.0,198.0,0.0018849862
199.0,199.0,4.2240307E-4
200.0,200.0,0.4433783
201.0,201.0,0.014392037
202.0,202.0,0.023392197
203.0,203.0,3.8854885E-4
204.0,204.0,0.19916816
205.0,205.0,6.661789E-6
206.0,206.0,3.645031E-9
207.0,207.0,0.6894621
208.0,208.0,0.006530005
209.0,209.0,0.06315014
210.0,210.0,0.06475139
211.0,211.0,4.6144836E-4
212.0,212.0,0.055340953
213.0,213.0,0.032237325
214.0,214.0,0.37218928
215.0,215.0,0.07636622
216.0,216.0,0.0044914735
217.0,217.0,0.014487727
218.0,218.0,0.068077795
219.0,219.0,0.403268
220.0,220.0,0.40571204
221.0,221.0,0.032755543
222.0,222.0,0.43816826
223.0,223.0,4.0011315E-4
224.0,224.0,0.20124865
225.0,225.0,0.0034468397
226.0,226.0,0.00240249
227.0,227.0,0.4260977
228.0,228.0,0.031963922
229.0,229.0,0.60915565
230.0,230.0,0.0019992471
231.0,231.0,0.040434737
232.0,232.0,0.029121742
233.0,233.0,0.006982153
234.0,234.0,0.11185224
235.0,235.0,2.3211756E-4
236.0,236.0,8.4355194E-4
237.0,237.0,0.591502
238.0,238.0,1.5214823E-6
